城市,类型,店名,点评,人均,口味,环境,服务,,,,,,
温州,小吃面食,福建沙县特色小吃,4,11,7.2,7.2,7.2,,,,,,
温州,小吃面食,正新(吉祥店),4,16,7,7,7,,,,,,
温州,快餐简餐,广东肠粉,4,,6.9,6.7,7.2,,,,,,
温州,面包甜点,芒记港式茶点,4,,7.6,7.6,7.6,,,,,,
天津,家常菜,九块九家常菜(华捷道),4,,7.5,7.4,7.5,,,,,,
天津,天津菜,老味道餐厅,4,,7.4,7.4,7.4,,,,,,
天津,韩国料理,香辣辣店,4,,7.6,7.5,7.6,,,,,,
天津,咖啡厅,咖啡印记主题馆,4,40,7.2,7.7,7.6,,,,,,
天津,其他,玲玲美食府,4,20,7.2,6.9,7.1,,,,,,
太原,农家菜,土财土菜,4,30,7.1,7.3,7.5,,,,,,
太原,面包甜点,摩提工房(铜锣湾国际店)分店,4,20,7.2,7.2,7.2,,,,,,
台州,新疆菜,多郎美食餐厅,4,86,7,7,6.9,,,,,,
台州,快餐简餐,莪家面馆,4,,7.6,7.6,7.6,,,,,,
台州,面包甜点,新时沏奶茶店,4,,7.1,7.1,7.4,,,,,,
石家庄,小龙虾,醉香小龙虾,4,30,7.6,7.6,7.5,,,,,,
石家庄,新疆菜,剧场大盘鸡(大桥路店),4,,7,6.5,7,,,,,,
石家庄,烧烤,天山烤羊私房密制,4,,7.7,7.7,7.7,,,,,,
石家庄,面包甜点,万达洲际酒店大堂吧,4,,7.6,7.7,7.4,,,,,,
沈阳,东北菜,咱屯子锅台鱼(正良店),4,,7.7,7.3,7.5,,,,,,
沈阳,火锅,那些年云南生态菌类火锅店,4,78,7.4,7.9,7.6,,,,,,
沈阳,海鲜,巴厘龙虾(辽台店)分店,4,,7.7,7.3,7.7,,,,,,
沈阳,朝韩料理,八角亭饭店,4,,6.9,7,7,,,,,,
深圳,私房菜,荷香记川式私房菜,4,55,7,6.8,6.8,,,,,,
深圳,粥粉面,普宁鱼粥(翻身店),4,,6.8,6.7,7.1,,,,,,
深圳,咖啡厅,High Tea蜜语,4,16,7.4,7.4,7.4,,,,,,
绍兴,湘菜,五里香面馆(城南店),4,,7.3,7.3,7.5,,,,,,
绍兴,面包甜点,旺克士(炸鸡、汉堡),4,,7.4,7.4,7.4,,,,,,
绍兴,小吃面食,兄妹煲仔饭(永兴店)分店,4,15,7.1,7.1,7.1,,,,,,
上海,东北菜,好彩_煲馆,4,,7.1,7.1,7.1,,,,,,
厦门,粉面馆,福兴面馆牛肉牛蛙面,4,,7.3,7.4,7.4,,,,,,
厦门,粉面馆,满园春面馆,4,,7,6.8,6.9,,,,,,
厦门,火锅,巴山碟串串香,4,40,7.4,7.4,7.4,,,,,,
厦门,咖啡厅,Let'say老塞咖啡(通达店),4,,7.6,7.4,7.6,,,,,,
厦门,其他,老西安,4,,7,7.2,7.2,,,,,,
厦门,其他,锄膳,4,25,7.2,7.2,7.4,,,,,,
泉州,江浙菜,胖哥俩肉蟹煲(泉州浦西万达店),4,72,6.9,7.3,7.3,,,,,,
泉州,小吃面食,麦客香,4,,7.2,7.2,7.2,,,,,,
泉州,烧烤,湖心街夜市烧烤,4,35,7.4,7.4,7.4,,,,,,
泉州,面包甜点,悠谧 you me,4,,7.4,7.4,7.6,,,,,,
泉州,快餐简餐,牛肉文(晋江店),4,,7.7,7.7,7.7,,,,,,
青岛,面馆,兰州马家拉面,4,,7.1,7.1,7.1,,,,,,
青岛,韩国料理,迷你家,4,,7.2,6.9,7.1,,,,,,
青岛,其他,芝缦四季精致烘焙,4,,7.8,7.6,7.8,,,,,,
宁波,咖啡厅,本小姐咖啡,4,,6.9,6.9,7.2,,,,,,
宁波,其他,巴必屋咸祥店,4,,7,7.2,7.2,,,,,,
南通,海鲜,金凤缘海鲜酒家,4,,6.5,6.8,6.5,,,,,,
南通,咖啡厅,偶像咖啡(idol coffee),4,36,6.9,7.3,7.3,,,,,,
南通,其他,蔡记老北京烤鸭,4,,6.8,6.9,6.8,,,,,,
南宁,川菜,重庆人家,4,45,7,7,7,,,,,,
南宁,川菜,鱼影新概念酸菜鱼,4,60,7.6,7.6,7.5,,,,,,
南宁,西餐,学院里Tcafe,4,,7.5,7.5,7.5,,,,,,
南宁,西餐,TEA ROOM,4,,7,7,7,,,,,,
南宁,其他,高文达素食餐厅,4,13,7.3,7.4,7.4,,,,,,
南京,徽菜,小周农家菜,4,,7.3,7.2,7.3,,,,,,
南京,私房菜,虾蟹海塘新派私房,4,,7.7,7.7,7.7,,,,,,
南京,小吃快餐,百美中式快餐(中山南路店),4,,6.8,7,6.9,,,,,,
南昌,小吃快餐,米娘台式休闲餐饮(万达茂店),4,,7,7.3,7.1,,,,,,
南昌,云贵菜,藜蒿炒腊肉,4,,6.9,6.9,6.9,,,,,,
南昌,西餐,麦当劳(云锦路店),4,,7,7.3,6.8,,,,,,
兰州,川菜,好食多,4,,7.3,7.4,6.9,,,,,,
兰州,川菜,99烤鱼,4,39,6.9,6.9,6.9,,,,,,
兰州,湘菜,回家吃饭,4,34,7.5,7.5,7.5,,,,,,
兰州,快餐简餐,百味集黄焖鸡米饭(兰州店),4,13,7,7,6.9,,,,,,
昆明,云南菜,华胜伊龙园,4,,7.4,7.3,7.3,,,,,,
昆明,火锅,鼎呱呱老火锅,4,37,7.5,7.6,7.6,,,,,,
昆明,面包甜点,泰芒了(万达广场西山店),4,,6.6,7,7,,,,,,
金华,火锅,福祺道新概念鱼餐厅(康庄南街),4,35,7,7,7.1,,,,,,
金华,面包甜点,三番手作,4,,7.2,7.2,7.2,,,,,,
嘉兴,咖啡厅,世纪米萝咖啡厅,4,,7.5,7.5,7.5,,,,,,
嘉兴,川菜,蜀味园烧鸡公火锅,4,34,6.9,6.9,6.9,,,,,,
嘉兴,面包甜点,悸动烧仙草,4,,7.6,7.6,7.6,,,,,,
嘉兴,面包甜点,街口奶茶,4,10,7.3,7.3,7.3,,,,,,
嘉兴,其他,泗洲菜馆,4,,7.1,7,7,,,,,,
济南,海鲜,一团和气食工坊,4,,7.7,7.3,7.6,,,,,,
济南,粉面馆,燕小帅米线,4,,7.1,7.1,7.1,,,,,,
济南,咖啡厅,COSTA COFFEE,4,,7,7,7.2,,,,,,
济南,西餐,IN-N-OUT 汉堡,4,,6.9,6.9,7,,,,,,
济南,其他,西北兰州牛肉面(中海天悦府店),4,,7.2,7.1,7.2,,,,,,
惠州,粤菜,东城饭店,4,,7.1,7.1,7.1,,,,,,
惠州,西餐,米兰之恋西餐厅,4,41,7.2,7.2,7.2,,,,,,
惠州,其他,品味轩饭店,4,45,6.8,6.8,6.7,,,,,,
合肥,徽菜,润锦大酒店,4,50,7.4,7.4,7.4,,,,,,
合肥,农家菜,银领人家,4,39,7,6.9,6.9,,,,,,
合肥,面馆,重庆老杂酱面,4,,7.3,7,7,,,,,,
合肥,面馆,满口香手擀面,4,,7.3,7.3,7.3,,,,,,
合肥,韩国料理,铭家料理,4,15,7.7,7.7,7.7,,,,,,
合肥,面包甜点,仟吉西饼(星达城店),4,25,6.6,6.9,6.9,,,,,,
合肥,海鲜,辛辣·私房,4,,7,7,7,,,,,,
合肥,其他,古井假日酒店,4,,7.6,7.4,7.4,,,,,,
合肥,其他,粗茶淡饭(天鹅湖银泰城店),4,10,7.8,7.8,7.8,,,,,,
合肥,烧烤,小刘烧烤碳锅,4,,7.1,7.1,7.1,,,,,,
杭州,粤菜,裕记港式烧腊,4,,7.3,7.5,7.5,,,,,,
杭州,咖啡厅,遇见奶牛(万达金街店),4,,7.2,7.4,7.5,,,,,,
海口,川菜,麻辣跳跳香锅,4,35,6.8,7,7.1,,,,,,
海口,火锅,林记火锅店,4,,7.2,7.1,7,,,,,,
海口,小吃快餐,华莱士(万花坊店),4,,7.4,7.5,7.6,,,,,,
海口,面包甜点,新加坡老伴豆花,4,,7.3,7.1,7.3,,,,,,
海口,其他,兴家盛椰子鸡汤店,4,35,6.3,6.3,6.3,,,,,,
海口,其他,龙泉咖啡(大同路店),4,38,6.7,7.1,7.1,,,,,,
哈尔滨,火锅,3年6班火锅,4,60,6.7,6.7,6.8,,,,,,
哈尔滨,火锅,闻香碳火锅,4,,7.8,7.6,7.8,,,,,,
贵阳,贵州菜,盘金天天杀猪饭,4,,6.9,6.9,6.9,,,,,,
贵阳,粤菜,韩国酵素茶餐厅(美可土廊),4,30,6.8,6.9,7,,,,,,
贵阳,面包甜点,_茶(汇金店),4,,7.5,7.5,7.5,,,,,,
贵阳,面包甜点,芭贝淇手工冰激淋,4,,7.1,7.1,7,,,,,,
贵阳,火锅,太朴有机会火锅(大南门店),4,,7.1,7,7.1,,,,,,
广州,快餐简餐,师兄鲜生(员村店),4,,7.1,7.1,7.1,,,,,,
广州,咖啡厅,心窝244coffee,4,25,7.2,7.7,7.7,,,,,,
广州,小吃,比道客麻辣烫,4,,7.3,7.3,6.7,,,,,,
广州,日本料理,古田居日本料理(合汇城店),4,,7.7,7.4,7.4,,,,,,
福州,川菜,辛生活麻辣香锅,4,,6.9,6.9,6.9,,,,,,
福州,西餐,麦当劳火车站曼哈顿餐厅,4,,6.8,7,6.8,,,,,,
福州,其他,光泽闽北菜馆,4,,7.1,6.6,6.8,,,,,,
佛山,川菜,蜀渝家宴饭店,4,39,6.9,7,7,,,,,,
佛山,湘菜,虾品阁,4,60,7.5,7.5,7.5,,,,,,
佛山,湘菜,小湘厨(深村店),4,19,7,6.9,7,,,,,,
佛山,粥粉面,懂大师最重庆小面,4,,7.4,7.2,7.2,,,,,,
佛山,小吃,旺角亭,4,15,6.7,6.6,7.1,,,,,,
佛山,小吃,我爱我烫麻辣烫,4,20,7.2,7.2,7.2,,,,,,
东莞,面馆,襄阳牛杂面,4,12,7,7,7,,,,,,
东莞,小吃快餐,香港十三座摩登怀旧餐厅,4,,7.5,7.7,7.5,,,,,,
东莞,西餐,志胜炸鸡汉堡,4,,7.6,7.6,7.5,,,,,,
东莞,西餐,古纳克葡萄酒之翼主题会所,4,140,7,7,7,,,,,,
东莞,其他,湘赣人家木桶饭,4,,7.1,7.1,7.1,,,,,,
东莞,其他,湘赣缘木桶饭,4,,6.9,7.1,7.1,,,,,,
大连,北京菜,北京片皮烤鸭,4,15,7.1,7.1,7.1,,,,,,
大连,韩国料理,韩国紫菜包饭,4,15,6.1,6.1,6.1,,,,,,
成都,家常菜,重庆老麻抄手家常菜,4,,6.7,6.8,6.7,,,,,,
成都,小龙虾,壹品龙虾,4,,7.6,7.3,7.3,,,,,,
成都,东北菜,钰_盐帮味,4,,5.9,5.8,5.8,,,,,,
成都,韩国料理,k-Food韩料理,4,,6.9,6.9,6.9,,,,,,
成都,自助餐,重庆香水鱼,4,,7.2,7.1,7.1,,,,,,
成都,咖啡厅,马尔代,4,34,7.4,7.5,7.5,,,,,,
成都,其他,衲都丽韩国料理,4,,7.6,7.4,7.6,,,,,,
成都,其他,老王家面馆,4,,7.4,6.7,7.2,,,,,,
常州,面馆,老杨小面,4,15,7.1,7.1,7.1,,,,,,
常州,火锅,重庆高老九火锅(常州店),4,,7.1,6.8,7.1,,,,,,
常州,西餐,PIZZA芝根芝底披萨,4,,7.5,7.5,7.5,,,,,,
常州,小龙虾,弄堂龙虾排档,4,56,7,7,7,,,,,,
北京,东南亚菜,水星顺行星座主题餐厅,4,,7.2,7.5,7.5,,,,,,
北京,自助餐,智选假日酒店啤酒花园,4,,6.8,7,7,,,,,,
重庆,面馆,友山友水(日月光中心广场店),3,,7.4,7.4,7.4,,,,,,
重庆,西餐,BIG Daddy bar,3,,7.6,7.6,7.6,,,,,,
重庆,烧烤,姜氏特色烧烤,3,,7.3,6.7,7,,,,,,
中山,海鲜,军佬海鲜酒家,3,36,6.9,6.8,6.8,,,,,,
中山,火锅,牛道,3,,6.6,6.8,6.8,,,,,,
中山,小吃面食,欧风麦甜,3,14,7,7,7,,,,,,
中山,小吃面食,朝鲜冷面馆,3,,6.9,6.8,6.9,,,,,,
中山,快餐简餐,豪巴适重庆小面(伊电园店),3,15,7.2,7.2,7.2,,,,,,
中山,面包甜点,陈生陈太,3,,7.1,7.1,7,,,,,,
中山,咖啡厅,8090鲜萃茶,3,,6.9,6.9,6.9,,,,,,
中山,粤菜,龙环食店,3,35,7.1,7.1,7.1,,,,,,
中山,粤菜,海冰洋食店,3,,6.9,6.9,6.9,,,,,,
中山,酒吧,英菲ENFE·BAR,3,,,,,,,,,,
郑州,小龙虾,俊熙家小龙虾(郑州总店),3,,7.2,7.2,7.2,,,,,,
郑州,新疆菜,刘记烩面大盘鸡,3,30,7,6.9,7.1,,,,,,
郑州,新疆菜,三毛烙馍村大盘鸡,3,19,6.9,6.9,6.9,,,,,,
郑州,海鲜,麻辣壹号,3,16,7.2,7.2,7.2,,,,,,
郑州,火锅,南流老店,3,,7.2,6.9,7.2,,,,,,
郑州,西餐,美汁堡(王府井店),3,,7.3,7.3,7.3,,,,,,
郑州,小吃快餐,杨家酱热干面(丰庆路店),3,,7.4,7.2,7.5,,,,,,
长沙,粤菜,品满楼饭庄,3,34,7.2,7.2,7.2,,,,,,
长沙,粉面馆,猛记黄牛肉粉,3,,7,7,7.3,,,,,,
长沙,粉面馆,清真兰州拉面,3,15,7.2,7.1,7.1,,,,,,
长沙,粉面馆,重庆酸辣粉,3,13,7.2,7.2,7.2,,,,,,
长沙,其他,娘亲下厨(谷山乐园店),3,,7.4,6.6,7.2,,,,,,
长沙,火锅,bobo烤鱼,3,,7.3,7.3,7.3,,,,,,
长春,面馆,吉妈妈手擀面(东新路店),3,,7.6,7.6,7.6,,,,,,
长春,面馆,吉妈妈手擀面(一汽高专店),3,15,7.5,7.5,7.5,,,,,,
长春,面馆,兰州正宗牛肉拉面(飞跃路店),3,13,7,7,7.1,,,,,,
长春,海鲜,海川尚品,3,27,6.9,6.9,6.9,,,,,,
长春,小吃快餐,不忘伊面,3,,7,7.2,7.2,,,,,,
长春,韩国料理,金三顺紫菜包饭(繁荣路店),3,11,7.2,7.2,7.2,,,,,,
长春,西餐,Safa西餐咖啡,3,41,7.7,7.7,7.7,,,,,,
长春,其他,天安会馆,3,,7.4,7.4,7.4,,,,,,
长春,家常菜,泰昌家常菜饺子馆,3,25,7,7,7,,,,,,
长春,自助餐,自助餐泰福轩,3,,6.9,6.9,6.9,,,,,,
长春,烧烤,李胖子烧烤城,3,,7.5,7.3,7.5,,,,,,
长春,日本料理,和悦外带寿司,3,,7.1,7.1,7.1,,,,,,
烟台,川菜,重庆纸上烤鱼,3,30,7,7,7.1,,,,,,
烟台,海鲜,烟台市内海鲜馆,3,,6.7,6.7,6.7,,,,,,
烟台,其他,武汉绝味,3,,7,7,7,,,,,,
徐州,私房菜,山桌饭私房菜,3,,7.6,7.3,7.6,,,,,,
徐州,小吃面食,手抓饼里脊肉饼,3,,7.4,7.2,7.4,,,,,,
徐州,小吃面食,生活小店(医学院店),3,,7.4,7.4,7.4,,,,,,
徐州,面包甜点,鲜之恋情鲜榨果汁,3,,7.4,7.4,7.4,,,,,,
徐州,面包甜点,白玉兰蛋糕(大吴店),3,,7.3,7.3,7.3,,,,,,
西安,私房菜,喝二两,3,,7,7,7,,,,,,
西安,湘菜,福兴楼,3,,7,7.1,7.2,,,,,,
西安,川菜,渝尚品纸包鱼,3,30,7.5,7.5,7.5,,,,,,
武汉,私房菜,随善私厨,3,,7.7,7.7,7.7,,,,,,
武汉,私房菜,农家灶王私房菜,3,,6.9,6.9,6.9,,,,,,
武汉,家常菜,家常菜酒家,3,,6.9,6.9,6.9,,,,,,
武汉,粤菜,港式茶餐厅,3,,7.1,7.1,7.1,,,,,,
武汉,粤菜,稻香海鲜火锅酒家分店,3,,6.9,6.9,6.9,,,,,,
武汉,海鲜,广记海鲜烧烤,3,40,7.1,7.1,6.9,,,,,,
武汉,海鲜,陶家江鱼餐馆,3,,7.2,7.1,7.3,,,,,,
武汉,烧烤,老五烧烤(兴业路店),3,,7.1,7.5,6.7,,,,,,
武汉,日本料理,伊也日式料理(全部),3,,7.7,7.5,7.7,,,,,,
武汉,面包甜点,Godiva(世纪都会),3,,7.7,7.7,7.7,,,,,,
武汉,其他,奇迹烤肉拌饭(百步亭店),3,20,7.5,7.5,7.5,,,,,,
无锡,东北菜,东北饺子馆,3,44,7.2,7.2,7.2,,,,,,
无锡,粤菜,卤水饭,3,,7,6.9,7,,,,,,
无锡,面馆,东吴面馆(通沙路店),3,,7.6,7.1,7.1,,,,,,
无锡,面馆,聚福德面馆,3,,6.9,6.9,6.9,,,,,,
无锡,火锅,金三峡火锅店,3,50,7.2,7.4,7.5,,,,,,
无锡,无锡江浙,文渊坊小白楼养生菜馆,3,,6.9,7.8,7.4,,,,,,
无锡,烧烤,阿东烧烤(厚嵩路),3,,7.2,7.2,7.2,,,,,,
乌鲁木齐,小吃面食,曾记烤鸭脖(万达店),3,20,7.2,7.2,7.2,,,,,,
乌鲁木齐,小吃面食,胖嫂卤肉专卖店,3,45,7,7,7,,,,,,
乌鲁木齐,快餐简餐,尕骏儿农家饭馆,3,20,7.4,7.4,7.4,,,,,,
乌鲁木齐,快餐简餐,牛牛牛排面,3,,7.5,7.3,7.3,,,,,,
乌鲁木齐,新疆菜,金香兰牛肉面,3,,6.9,6.9,6.9,,,,,,
乌鲁木齐,面包甜点,吾饮良品(万达广场店),3,12,7.2,7,7,,,,,,
温州,川菜,蓝天川菜馆,3,30,7.2,7.2,7.2,,,,,,
温州,东北菜,枇杷树下,3,,7,6.8,7,,,,,,
天津,私房菜,君一轩私房菜,3,,7,7,7,,,,,,
天津,湘菜,湘芙蓉,3,,7.3,7.3,7.3,,,,,,
天津,西餐,必胜宅急送(光明道店),3,73,7.2,7.4,7.4,,,,,,
天津,自助餐,海军培训会议中心,3,,7,6.9,7.1,,,,,,
太原,东北菜,重庆鸡公煲,3,,7,7.1,7,,,,,,
太原,火锅,尚品大虾,3,,7.7,7.4,7.7,,,,,,
太原,面包甜点,花语 cake,3,,7.2,7.2,7.5,,,,,,
太原,面包甜点,提拉米酥,3,24,7.1,7.2,7.4,,,,,,
太原,咖啡厅,恒大滨河左岸,3,,7.1,7.1,7.1,,,,,,
太原,西餐,丹尼斯披萨,3,35,7.2,7.2,7.2,,,,,,
台州,川菜,重庆绝味烤鱼(三门店),3,30,6.8,6.8,6.8,,,,,,
台州,小吃面食,黑山滋补堂,3,,7.2,7.1,7.1,,,,,,
台州,西餐,艾利克自助牛排,3,,6.9,6.9,6.9,,,,,,
台州,海鲜,王鱼生,3,60,7.2,7.2,7.2,,,,,,
台州,江浙菜,扶墙记(康平路店),3,,7.5,7.7,7.5,,,,,,
台州,江浙菜,桐乡青蟹煲,3,,7,7,7.1,,,,,,
台州,江浙菜,庭和土菜,3,,6.9,6.9,6.9,,,,,,
台州,火锅,喔喔鸡煲(马铺路店),3,,6.8,6.8,6.8,,,,,,
台州,快餐简餐,缘之味,3,,7.4,7.2,7.5,,,,,,
苏州,小龙虾,盱眙好兄弟龙虾,3,70,7.7,7.2,7.2,,,,,,
苏州,小龙虾,兄弟倪氏盱眙龙虾(吴江总店),3,,7.5,6.9,6.6,,,,,,
苏州,海鲜,盱眙兄弟龙虾,3,39,7.3,7.3,7.3,,,,,,
苏州,海鲜,龙门花甲(石浦店),3,15,7,7,7,,,,,,
苏州,自助餐,元大都 无限量自助烤肉火锅(花桥...,3,,7.2,7.2,7.2,,,,,,
苏州,咖啡厅,后花园咖啡馆,3,34,7,7,7,,,,,,
苏州,其他,韩明洞韩国餐厅,3,,7.3,7.5,7.5,,,,,,
苏州,其他,六十丈洞,3,,7.3,7.2,7.3,,,,,,
苏州,酒吧,光阴的故事,3,102,,,,,,,,,
石家庄,新疆菜,阿娜尔古丽新疆大串,3,,7.7,7.7,7.7,,,,,,
石家庄,火锅,宽窄巷子串串香火锅,3,,7.5,7.1,7.5,,,,,,
石家庄,火锅,超越火锅鸡,3,,6.4,6.4,6.4,,,,,,
石家庄,火锅,湘村柴火鱼,3,45,7.3,7.3,7.3,,,,,,
石家庄,其他,清真楼,3,30,6.9,6.9,6.9,,,,,,
沈阳,家常菜,董源祥春饼家常菜,3,,6.8,6.7,7,,,,,,
沈阳,川菜,川辽人家,3,30,7,7,7,,,,,,
沈阳,新疆菜,东发园爆肚馆,3,,6.9,6.8,6.8,,,,,,
沈阳,咖啡厅,缤果咖啡简餐,3,46,7,7,7,,,,,,
沈阳,西餐,rozz—tox,3,,7.6,7.6,7.3,,,,,,
沈阳,西餐,乐派送,3,,7.7,7.7,7.7,,,,,,
沈阳,小吃快餐,百膳粥宴-潮汕砂锅粥,3,35,6.9,7.1,6.9,,,,,,
深圳,农家菜,海子张农家菜,3,,6.6,6.7,6.9,,,,,,
深圳,茶餐厅,肥仔烧鹅(华宁路店)分店,3,,6.9,6.9,6.9,,,,,,
深圳,江浙菜,小龙虾大闸蟹,3,60,6.7,6.7,7,,,,,,
绍兴,小吃面食,小胖烤饺,3,,7,6.8,6.9,,,,,,
上海,家常菜,何止家常菜,3,,7,7,7,,,,,,
上海,湘菜,浏阳蒸菜馆,3,,7.1,7.1,7.1,,,,,,
厦门,客家菜,乡土客家,3,,7.8,7.8,7.8,,,,,,
厦门,粉面馆,西北穆斯林面馆(天地花园店)分店,3,14,7.6,7.2,7.6,,,,,,
厦门,自助餐,老妈自助火锅,3,,7.4,7.1,7.3,,,,,,
厦门,面包甜点,那野人(咖啡、果汁、甜品),3,,6.8,7.1,6.8,,,,,,
泉州,海鲜,源义海鲜厅,3,,6.9,6.9,6.9,,,,,,
泉州,海鲜,小娇海鲜大排档,3,,7,7,7,,,,,,
泉州,小吃面食,比哥鸡排,3,16,7.2,7.2,7.2,,,,,,
泉州,面包甜点,熊大杯新鲜水果工作室,3,,7.4,7.4,7.4,,,,,,
泉州,咖啡厅,唯果鲜吧,3,,6.9,6.9,6.9,,,,,,
泉州,其他,清真兰州马氏拉面,3,,7.3,7.2,7.2,,,,,,
青岛,小龙虾,酒_,3,,7.5,7.5,7.5,,,,,,
青岛,咖啡厅,二十九街咖啡,3,25,7.1,7.1,7.3,,,,,,
青岛,面馆,化隆牛肉拉面(漳浦路店),3,,7.3,7.3,7.3,,,,,,
青岛,面馆,蜀都印象宽汤面,3,,7,7.1,7.2,,,,,,
青岛,面馆,时记面馆(兴业源市场店),3,,7,7,7.1,,,,,,
青岛,小吃快餐,吉食来快餐,3,,7.2,7.2,7.2,,,,,,
青岛,韩国料理,鲜味亭,3,,7.6,7.4,7.8,,,,,,
青岛,韩国料理,海神相会,3,,7.4,7.3,7.3,,,,,,
青岛,其他,王师傅烤鸭,3,,7.1,7.1,7.1,,,,,,
青岛,东北菜,阿里郎大片烤肉,3,,7.4,7.4,7.4,,,,,,
青岛,烧烤,海之家特色饭店,3,40,7.2,7.5,7.5,,,,,,
宁波,海鲜,东津海鲜,3,,7,7,7,,,,,,
宁波,川菜,福乐家排挡,3,31,7.1,7.1,7.1,,,,,,
宁波,川菜,江上飞烤鱼,3,37,7,7,7,,,,,,
宁波,火锅,好食福精品火锅,3,,6.9,6.9,6.9,,,,,,
宁波,茶馆,天福茗茶(中山西路店)分店,3,,,,,,,,,,
宁波,咖啡厅,圆点咖啡,3,,7.1,7.1,7.1,,,,,,
宁波,面馆,重庆小面·梦小面(观城店),3,15,7.1,7,7.1,,,,,,
南通,川菜,烤鱼堂,3,42,6.9,6.9,6.9,,,,,,
南通,川菜,未来,3,,7.1,7.1,7.1,,,,,,
南通,小吃面食,馄饨面条包子店,3,,7.2,6.9,7.2,,,,,,
南通,面包甜点,Hi Juice,3,,7.3,7.3,7.3,,,,,,
南宁,湘菜,老长沙吃货铺,3,,7.1,7.2,7.1,,,,,,
南宁,小吃快餐,黄记老友(恒秀店),3,,7.6,6.9,7.3,,,,,,
南宁,面包甜点,茶道夫(北湖店),3,10,7.3,7.3,7.3,,,,,,
南宁,广西菜,宾阳仔大排档,3,,6.9,6.8,6.9,,,,,,
南宁,米粉/米线,百味螺,3,,7.2,7.2,7.4,,,,,,
南宁,米粉/米线,面粉厂(粉店),3,,7.1,6.1,6.6,,,,,,
南京,烧烤,花味烤肉,3,,7,7,6.6,,,,,,
南昌,赣菜,姐妹烧菜馆,3,,7,7,7,,,,,,
南昌,粤菜,山里人家农庄,3,,7.2,7.2,7.2,,,,,,
南昌,面馆,重庆小面,3,,7.5,7.5,7.5,,,,,,
南昌,火锅,欢辣联盟串串料理,3,30,7.2,7.2,7,,,,,,
南昌,韩国料理,斯米客韩式风情料理,3,,7,7,7.1,,,,,,
南昌,私房菜,优优私房菜,3,,7.1,7.1,7.1,,,,,,
南昌,其他,吾饮良品奶茶店,3,,7,7,7,,,,,,
兰州,快餐简餐,竹子爱熊猫冒菜,3,,7.6,7.6,7.6,,,,,,
兰州,西餐,阿堡仔炸鸡汉堡店(大润发店),3,,7.1,7.1,7.1,,,,,,
兰州,小吃面食,马三洋芋片,3,,6.6,7,6.6,,,,,,
兰州,面包甜点,音桃咖啡,3,20,7,7.1,7,,,,,,
昆明,烧烤,火焰山烧烤,3,,7.1,7.1,7.1,,,,,,
昆明,烧烤,韩国纸上烤肉馆,3,34,7,6.8,6.8,,,,,,
昆明,其他,板桥人家,3,,7.3,7.3,7.3,,,,,,
金华,江浙菜,百味鲜酒家,3,40,7,7,7,,,,,,
金华,快餐简餐,和味东阳手工面馆,3,,7.5,7.5,7.5,,,,,,
金华,面包甜点,三角猫与三角烧,3,10,7.5,7.7,7.7,,,,,,
嘉兴,咖啡厅,转角咖啡吧,3,,6.9,6.9,6.9,,,,,,
嘉兴,火锅,魔法帽牛肉和酱料火锅(恒利店),3,50,7,7.1,7.1,,,,,,
嘉兴,粤菜,汤臣一品,3,45,7,7,7,,,,,,
嘉兴,其他,丁桥万新桃园农庄,3,,7.2,7.5,7.4,,,,,,
济南,东北菜,东北私房菜馆,3,39,7.1,7.1,7.1,,,,,,
济南,海鲜,德盛楼,3,,7.3,7.2,7.3,,,,,,
济南,自助餐,南韩自助烤肉火锅,3,,6.5,6.5,6.5,,,,,,
济南,烧烤,田园牧歌烧烤,3,50,7.2,7.2,6.9,,,,,,
济南,其他,传奇G米翅鸡翅包饭(宽厚里店),3,,7.3,7.3,7.3,,,,,,
惠州,川菜,湘川菜馆,3,51,6.9,6.8,6.9,,,,,,
惠州,农家菜,徐歌农庄,3,,7.5,7.5,7.5,,,,,,
惠州,农家菜,乡味农庄,3,30,7.1,7.1,7.1,,,,,,
惠州,火锅,壹品柠檬鱼,3,50,7.2,6.9,7.1,,,,,,
惠州,烧烤,木槿花韩式自助烤肉,3,53,7.2,7.1,7.3,,,,,,
惠州,快餐简餐,蒸膳美(澳头),3,20,7.1,7.1,7.1,,,,,,
惠州,快餐简餐,六姑饺子馆,3,10,6.8,6.8,6.8,,,,,,
惠州,其他,兰州拉面,3,,6.9,7,7,,,,,,
合肥,私房菜,张记私房菜,3,,7.1,7.1,7.1,,,,,,
合肥,小龙虾,乐乐龙虾,3,,7.8,7.5,7.8,,,,,,
合肥,江浙菜,实惠小吃,3,,7.1,7.1,7.1,,,,,,
合肥,面馆,齐香伴,3,,7.6,7.6,7.6,,,,,,
合肥,海鲜,胡大肥虾蟹,3,30,7.3,7.3,7.3,,,,,,
合肥,烧烤,曹记烧烤,3,,6.5,6.5,6.5,,,,,,
合肥,小吃快餐,无敌铁炮,3,18,7.7,7.7,7.7,,,,,,
杭州,烧烤,大西北特色烧烤,3,35,7.5,7.5,7.5,,,,,,
杭州,小龙虾,虾客精致海鲜辣卤,3,65,6.3,6.3,6.4,,,,,,
杭州,韩国料理,炭膳宫韩国烧烤(九堡新天地店),3,47,6.9,6.9,6.9,,,,,,
杭州,自助餐,九堡野炊基地,3,,7.4,7.4,7.4,,,,,,
